User_Age,User_Gender,User_Marital_Status,User_City_Category,User_Stay,User_Favourite_Category,User_Favourite_Product,User_Favourite_Subcategory,Purchase_Avg
46-50,F,1,B,3,9,P00014665,14.0,6695.5
0-17,M,0,A,5+,10,P00004697,42.0,4112.375
51-55,F,1,B,4,3,P00053512,14.0,10440.058823529413
46-50,F,1,C,2,5,P00013668,9.0,4804.0
36-45,M,0,B,1,4,P00000215,12.0,4459.470588235294
46-50,F,1,B,1,4,P00000404,28.0,7435.5
46-50,F,1,B,1,15,P00019774,12.0,2440.4615384615386
36-45,F,1,B,2,5,P00004631,4.0,969.4
36-45,F,1,B,3,1,P00007801,7.0,5344.727272727273
46-50,F,1,C,2,4,P00059127,44.0,3962.4666666666667
18-25,M,0,A,2,17,P00025310,24.0,5334.666666666667
0-17,M,0,A,1,17,P00004631,8.0,2712.3529411764707
51-55,F,1,C,1,10,P00014665,6.0,2376.230769230769
51-55,F,1,C,4,12,P00059484,10.0,6978.7555555555555
26-35,M,0,B,1,17,P00001976,4.0,4906.65
0-17,M,0,A,1,16,P00000947,4.0,3589.0526315789475
46-50,F,1,B,2,10,P00003088,7.0,4617.071428571428
46-50,F,1,C,2,10,P00009929,42.0,5677.888888888889
26-35,M,0,B,2,10,P00001803,12.0,3332.1428571428573
36-45,M,0,A,2,11,P00006349,35.0,9278.777777777777
36-45,F,1,B,1,3,P00002815,32.0,5538.666666666667
55+,F,1,C,1,5,P00000795,6.0,1981.6315789473683
55+,F,1,C,1,12,P00002264,30.0,5806.857142857143
46-50,F,1,C,1,4,P00002743,12.0,4417.111111111111
0-17,M,0,A,2,13,P00001621,12.0,5857.2
0-17,M,0,A,1,4,P00003235,18.0,6340.714285714285
26-35,M,0,A,2,3,P00011594,7.0,7839.0526315789475
36-45,F,1,B,5+,1,P00012374,28.0,8911.083333333334
36-45,M,1,B,5+,1,P00000105,7.0,7466.363636363636
46-50,F,1,B,1,5,P00016150,8.0,4151.294117647059
26-35,M,0,B,3,16,P00001383,30.0,5145.055555555556
36-45,M,0,B,1,3,P00026827,40.0,6180.1875
18-25,M,0,A,1,16,P00020073,32.0,1361.6
36-45,F,1,B,2,16,P00092504,42.0,4802.625
36-45,M,1,A,2,18,P00065315,20.0,10122.081081081082
46-50,F,1,B,2,17,P00004911,6.0,4620.2
36-45,M,1,B,3,12,P00001576,18.0,7546.15
0-17,M,0,A,1,16,P00017299,6.0,3919.5
51-55,F,1,C,3,12,P00003676,30.0,9787.533333333333
36-45,M,0,B,3,16,P00003448,20.0,3446.625
26-35,M,0,B,5+,10,P00013324,40.0,4762.2
36-45,M,0,B,2,10,P00002387,40.0,3495.6111111111113
55+,F,1,C,2,4,P00078160,28.0,3641.3571428571427
46-50,F,1,C,1,17,P00002346,3.0,1114.1875
55+,F,1,C,2,10,P00001976,12.0,1518.1
51-55,F,1,C,1,3,P00001853,28.0,4223.941176470588
0-17,M,0,A,5+,16,P00010760,16.0,5105.117647058823
51-55,F,1,C,2,1,P00002733,9.0,6567.454545454545
55+,F,1,C,2,16,P00020941,42.0,3871.769230769231
51-55,F,1,C,2,17,P00003693,4.0,4490.8421052631575
26-35,M,0,B,2,10,P00004008,4.0,4909.846153846154
18-25,M,0,A,1,15,P00000743,36.0,2452.9
0-17,M,0,A,3,10,P00002743,8.0,3611.85
51-55,F,1,C,2,10,P00004398,4.0,5435.571428571428
0-17,M,0,A,4,4,P00001029,16.0,6028.944444444444
46-50,F,1,B,2,18,P00007923,40.0,11730.611111111111
0-17,M,0,A,1,5,P00002743,4.0,6875.473684210527
36-45,M,0,B,1,5,P00075206,24.0,6949.526315789473
18-25,M,0,A,3,4,P00000936,28.0,6076.65
51-55,F,1,C,1,4,P00004232,30.0,4979.277777777777
36-45,F,1,B,3,10,P00002538,11.0,7856.578947368421
51-55,F,1,C,2,17,P00004270,20.0,4094.785714285714
51-55,F,1,C,4,6,P00002815,40.0,7313.75
36-45,M,0,B,1,17,P00000795,16.0,4224.611111111111
36-45,M,1,B,1,9,P00019422,35.0,7657.181818181818
55+,F,1,C,2,8,P00001398,28.0,3915.3636363636365
0-17,M,0,A,2,10,P00000610,6.0,4830.2
0-17,M,0,A,5+,5,P00020192,36.0,3643.230769230769
26-35,M,0,B,3,5,P00003235,20.0,4796.916666666667
46-50,F,1,C,4,5,P00004622,9.0,4569.909090909091
26-35,M,0,A,4,11,P00002815,7.0,9627.25
46-50,F,1,B,3,4,P00013941,6.0,4550.0
26-35,M,0,B,3,10,P00003852,24.0,4452.857142857143
36-45,F,1,B,1,15,P00014071,4.0,2477.909090909091
0-17,M,0,A,2,17,P00011660,12.0,2324.866666666667
26-35,M,0,B,2,3,P00002815,30.0,6779.363636363636
36-45,M,0,B,1,12,P00003382,40.0,5871.416666666667
18-25,M,0,A,5+,17,P00024486,8.0,5008.538461538462
36-45,F,1,B,2,3,P00006469,9.0,5017.214285714285
51-55,F,1,C,2,16,P00003708,24.0,5341.923076923077
36-45,M,0,B,2,4,P00002387,18.0,4253.625
55+,F,1,C,2,17,P00001976,40.0,4540.1
26-35,M,0,A,5+,6,P00002370,20.0,8608.5
0-17,M,0,A,2,15,P00003451,9.0,4121.8
0-17,M,0,A,2,3,P00025755,6.0,5163.5
46-50,F,1,B,3,3,P00080364,18.0,4700.4
51-55,F,1,C,2,10,P00028620,10.0,4564.578947368421
46-50,F,1,B,1,17,P00008415,20.0,3339.0526315789475
46-50,F,1,B,1,4,P00011826,18.0,2443.181818181818
46-50,F,1,B,2,10,P00007851,20.0,4510.0
0-17,M,0,A,1,8,P00004323,10.0,4350.5
18-25,M,0,A,1,5,P00000105,32.0,3775.0625
46-50,F,1,C,2,8,P00002538,40.0,2865.25
55+,F,1,C,2,9,P00018793,30.0,5510.75
55+,F,1,C,4,3,P00083898,10.0,11779.0
0-17,M,0,A,3,17,P00002627,42.0,8679.894736842105
51-55,F,1,C,2,4,P00003426,24.0,3439.7
26-35,M,0,A,1,12,P00000105,10.0,11164.3125
51-55,F,1,B,1,19,P00009387,21.0,11187.404255319148
46-50,F,1,B,1,5,P00086305,16.0,2928.1875
51-55,F,1,C,3,3,P00000285,3.0,7409.538461538462
46-50,F,1,C,2,10,P00001409,18.0,4298.076923076923
0-17,M,0,A,1,17,P00003745,18.0,8733.692307692309
0-17,M,0,A,5+,4,P00006098,20.0,2239.9473684210525
36-45,M,0,B,2,5,P00002387,10.0,4351.0
51-55,F,1,C,2,16,P00008197,20.0,4134.0
36-45,F,1,B,2,16,P00001229,40.0,2123.4285714285716
51-55,F,1,C,3,10,P00003525,36.0,1959.0
51-55,F,1,B,2,3,P00024514,40.0,7076.181818181818
26-35,M,0,A,2,11,P00003063,9.0,3633.176470588235
0-17,M,0,A,2,16,P00011630,28.0,7532.181818181818
36-45,F,1,B,1,5,P00021112,6.0,1875.75
51-55,F,1,C,2,1,P00000101,14.0,7314.65
51-55,F,1,C,1,10,P00000518,36.0,3323.4
46-50,F,1,C,1,5,P00005818,14.0,7700.0
51-55,F,1,C,3,3,P00006705,30.0,4175.307692307692
46-50,F,1,C,2,10,P00005989,6.0,4920.071428571428
55+,F,1,C,1,4,P00007524,30.0,4803.45
18-25,M,0,A,2,3,P00041583,30.0,7468.9
18-25,M,0,A,1,17,P00000518,24.0,6086.631578947368
51-55,F,1,C,1,15,P00014681,4.0,4115.294117647059
0-17,M,0,A,1,4,P00012025,32.0,1456.9166666666667
36-45,M,0,A,1,7,P00004323,40.0,9888.0
55+,F,1,C,5+,3,P00063463,20.0,7615.391304347826
46-50,F,1,B,2,5,P00000953,6.0,2415.285714285714
36-45,M,0,B,2,5,P00002733,42.0,5718.866666666667
55+,F,1,C,1,4,P00008353,28.0,4908.588235294118
46-50,M,1,B,5+,2,P00025083,30.0,8061.863636363636
26-35,M,0,B,3,5,P00007161,14.0,9221.545454545454
51-55,F,1,C,1,10,P00002264,28.0,7402.7
46-50,F,1,B,1,10,P00013896,40.0,4679.0
51-55,F,1,B,1,9,P00010231,14.0,11860.0
51-55,F,1,C,2,10,P00010731,6.0,1075.2
26-35,M,0,A,1,13,P00044437,42.0,13564.061224489797
0-17,M,0,A,2,10,P00000947,8.0,5672.0
55+,F,1,C,1,3,P00002675,14.0,4579.2
18-25,M,0,A,5+,3,P00002815,36.0,7150.333333333333
36-45,F,1,B,5+,3,P00003453,20.0,7020.1
0-17,M,0,A,1,4,P00016022,9.0,6143.181818181818
51-55,F,1,C,1,10,P00000610,10.0,2425.6428571428573
0-17,M,0,A,2,10,P00004398,18.0,1754.0
46-50,F,1,B,5+,7,P00002733,14.0,8003.25
46-50,F,1,B,2,4,P00000795,6.0,3132.3125
36-45,M,0,B,1,17,P00003745,42.0,3076.4545454545455
36-45,F,1,B,1,11,P00002815,35.0,6448.090909090909
0-17,M,0,A,3,10,P00002743,30.0,5553.0
46-50,F,1,C,2,10,P00007362,24.0,3677.235294117647
55+,F,1,C,1,10,P00010292,36.0,2520.3333333333335
26-35,M,0,A,2,1,P00009955,21.0,9266.055555555555
55+,F,1,C,1,4,P00003936,4.0,727.7
55+,F,1,C,1,10,P00001110,36.0,2668.9
55+,F,1,C,5+,12,P00001383,40.0,7671.024390243902
51-55,F,1,C,2,10,P00003426,4.0,5082.6875
26-35,M,0,A,5+,3,P00001790,21.0,8423.368421052632
51-55,F,1,C,1,17,P00004979,16.0,2241.5333333333333
36-45,M,0,B,1,10,P00016886,44.0,5324.666666666667
0-17,M,0,A,1,15,P00006275,28.0,3118.2727272727275
18-25,M,0,A,2,11,P00005588,16.0,9543.363636363636
46-50,M,1,A,3,3,P00003382,7.0,13078.0
46-50,F,1,B,2,3,P00002627,10.0,9681.166666666666
36-45,F,1,B,1,5,P00003161,40.0,4489.583333333333
26-35,M,0,A,4,3,P00018202,42.0,11325.538461538461
36-45,F,1,B,1,10,P00020795,6.0,3792.25
36-45,F,1,B,1,8,P00003525,30.0,4081.3333333333335
55+,F,1,C,1,16,P00000781,7.0,3966.4
26-35,M,0,B,2,10,P00020922,20.0,5478.294117647059
26-35,M,0,B,1,16,P00010760,20.0,3565.5
51-55,F,1,C,2,17,P00021890,5.0,2422.0
51-55,F,1,C,2,15,P00003426,28.0,3325.6666666666665
26-35,M,0,A,1,16,P00001383,18.0,6951.833333333333
51-55,F,1,C,1,5,P00009028,8.0,3118.3
55+,F,1,C,2,17,P00003708,18.0,9016.846153846154
51-55,F,1,C,5+,10,P00017352,32.0,3756.4285714285716
46-50,F,1,B,2,4,P00003451,40.0,5391.583333333333
18-25,M,0,A,2,12,P00005254,9.0,10487.5
46-50,F,1,B,4,1,P00004898,21.0,7929.866666666667
0-17,M,0,A,3,6,P00004082,42.0,4427.315789473684
26-35,M,0,A,2,5,P00017299,6.0,3902.5454545454545
51-55,F,1,C,1,15,P00009405,21.0,5472.0
26-35,M,0,A,5+,5,P00030100,44.0,3038.076923076923
36-45,M,0,B,4,3,P00005873,44.0,1589.0833333333333
46-50,F,1,C,1,5,P00001708,12.0,2983.5555555555557
46-50,F,1,C,2,4,P00001853,28.0,6902.6
46-50,F,1,B,2,3,P00015154,7.0,6106.636363636364
55+,F,1,C,2,11,P00008564,7.0,6167.555555555556
26-35,M,0,B,2,4,P00003426,24.0,7876.7
51-55,F,1,C,1,17,P00000285,4.0,3594.0
55+,F,1,C,1,3,P00005261,32.0,8561.615384615385
18-25,M,0,A,2,17,P00004898,36.0,3290.1052631578946
0-17,M,0,A,3,16,P00006540,4.0,4385.35294117647
26-35,M,0,A,3,17,P00008948,4.0,8452.153846153846
18-25,M,0,A,3,16,P00009159,4.0,2678.45
55+,F,1,C,2,4,P00002627,4.0,5378.363636363636
18-25,M,0,A,4,5,P00004398,7.0,6581.0
46-50,F,1,B,5+,11,P00008262,7.0,7602.705882352941
46-50,F,1,B,1,3,P00010273,32.0,3599.5789473684213
51-55,F,1,C,5+,3,P00004752,9.0,6398.106382978724
55+,F,1,C,1,17,P00005394,24.0,3792.923076923077
0-17,M,0,A,1,10,P00004752,30.0,5952.64705882353
26-35,M,0,A,2,5,P00000770,28.0,6820.466666666666
55+,F,1,C,1,3,P00023219,18.0,6018.928571428572
18-25,M,0,A,2,4,P00001457,10.0,4607.75
51-55,F,1,C,3,3,P00022414,28.0,5691.2307692307695
36-45,M,0,B,2,10,P00001229,18.0,3075.3
0-17,M,0,A,1,16,P00000772,7.0,1397.6875
0-17,M,0,A,2,5,P00008291,20.0,4343.058823529412
51-55,F,1,C,5+,3,P00005627,14.0,9186.461538461539
46-50,F,1,B,2,5,P00000526,6.0,2316.7
0-17,M,0,A,2,4,P00004008,18.0,910.3125
18-25,M,0,A,1,16,P00003227,24.0,4960.555555555556
51-55,F,1,C,2,10,P00031442,18.0,2167.5
36-45,M,0,A,4,11,P00002002,10.0,7098.4
46-50,F,1,B,1,9,P00009771,4.0,5533.454545454545
0-17,M,0,A,2,10,P00004697,20.0,3371.4545454545455
0-17,M,0,A,2,8,P00000795,42.0,5537.615384615385
46-50,F,1,C,1,10,P00000743,4.0,3264.8888888888887
46-50,F,1,C,2,5,P00000070,20.0,4364.272727272727
51-55,F,1,C,3,10,P00001229,30.0,2532.6
46-50,F,1,B,1,12,P00003658,28.0,6174.076923076923
51-55,F,1,B,2,12,P00004752,10.0,6589.25
26-35,M,0,B,2,17,P00004898,28.0,5314.789473684211
46-50,F,1,B,1,10,P00004907,4.0,4470.25
36-45,M,0,B,3,17,P00012408,12.0,1459.8125
51-55,F,1,C,2,17,P00001803,40.0,4233.307692307692
55+,F,1,C,4,12,P00002675,36.0,6827.304347826087
18-25,M,0,A,2,4,P00001621,42.0,4449.411764705882
26-35,M,0,B,1,5,P00074464,30.0,1550.3333333333333
26-35,M,0,A,3,12,P00001409,9.0,8165.0
18-25,M,0,A,2,17,P00003852,28.0,5819.388888888889
55+,F,1,C,1,10,P00004754,6.0,3437.95
51-55,F,1,C,2,10,P00000215,4.0,2866.4736842105262
26-35,M,0,B,3,4,P00010617,44.0,1612.923076923077
36-45,M,0,B,1,10,P00005451,30.0,2693.2
26-35,M,0,A,5+,12,P00006684,7.0,7464.15
46-50,F,1,C,1,18,P00004270,7.0,6760.285714285715
0-17,M,0,A,2,10,P00002675,36.0,2195.3125
26-35,M,0,B,5+,10,P00003426,24.0,2119.5
36-45,F,1,B,3,15,P00005451,32.0,3299.5714285714284
36-45,M,0,A,4,11,P00004358,40.0,7908.578947368421
51-55,F,1,C,1,16,P00008017,12.0,1864.0
26-35,M,0,A,2,10,P00016119,44.0,3696.6923076923076
36-45,F,1,B,2,4,P00001853,42.0,1064.75
36-45,F,1,B,3,16,P00020109,28.0,3151.15
51-55,F,1,C,3,3,P00016734,7.0,7388.545454545455
26-35,M,0,A,3,19,P00009690,14.0,10897.885714285714
51-55,F,1,C,4,4,P00027023,4.0,6382.0
26-35,M,0,B,1,16,P00016022,30.0,5443.454545454545
51-55,F,1,C,2,3,P00005311,42.0,4777.636363636364
26-35,M,0,B,5+,5,P00003448,21.0,3496.4
26-35,M,0,A,4,1,P00000148,28.0,9191.777777777777
26-35,M,0,B,2,5,P00000781,20.0,3912.285714285714
26-35,M,0,B,1,15,P00001409,36.0,2513.714285714286
0-17,M,0,A,2,10,P00002264,4.0,6510.2
51-55,F,1,C,5+,11,P00004977,7.0,8800.833333333334
36-45,M,0,B,5+,4,P00004002,40.0,1648.6
26-35,M,0,A,1,3,P00091499,7.0,6511.777777777777
51-55,F,1,C,1,10,P00008604,3.0,7971.416666666667
55+,F,1,C,3,4,P00003525,10.0,2110.714285714286
46-50,F,1,B,1,18,P00017147,28.0,12184.979166666666
51-55,F,1,B,2,19,P00001575,36.0,11735.371428571429
18-25,M,0,A,2,4,P00033586,4.0,2701.375
55+,F,1,C,1,17,P00015458,9.0,1990.2
26-35,M,0,A,2,3,P00002627,42.0,7586.818181818182
51-55,F,1,C,3,3,P00022401,40.0,6926.4
36-45,F,1,B,3,17,P00004008,27.0,5002.294117647059
55+,F,1,C,3,11,P00000238,9.0,9383.9
46-50,F,1,B,2,17,P00002675,18.0,2883.3684210526317
36-45,F,1,B,1,5,P00001802,44.0,4825.545454545455
51-55,F,1,C,4,12,P00001409,6.0,5691.733333333334
36-45,M,0,A,1,8,P00002379,14.0,7142.5625
26-35,M,0,A,1,8,P00003982,27.0,6831.631578947368
46-50,F,1,B,2,9,P00004622,36.0,6882.473684210527
36-45,F,1,B,4,3,P00001853,10.0,10648.95
51-55,F,1,C,2,11,P00004622,20.0,7033.866666666667
0-17,M,0,A,1,3,P00012916,16.0,10242.9
51-55,F,1,C,1,16,P00008010,40.0,5604.8
46-50,F,1,B,2,10,P00010760,14.0,3793.181818181818
46-50,F,1,B,5+,11,P00091229,36.0,8655.611111111111
26-35,M,0,A,1,10,P00002743,12.0,5760.454545454545
51-55,F,1,C,2,17,P00004754,28.0,3573.9473684210525
55+,F,1,C,2,11,P00009387,18.0,6699.6
55+,F,1,C,1,15,P00000743,4.0,2153.875
51-55,F,1,C,3,4,P00005606,40.0,5699.818181818182
51-55,F,1,C,2,12,P00000925,7.0,7238.5
55+,F,1,C,1,3,P00000070,36.0,6862.25
18-25,M,0,A,4,11,P00004130,28.0,8565.764705882353
51-55,F,1,C,2,16,P00020638,4.0,4037.1428571428573
36-45,M,1,B,2,1,P00000370,21.0,7237.615384615385
46-50,F,1,B,2,17,P00001802,4.0,2163.923076923077
26-35,M,0,A,1,3,P00000070,7.0,4856.222222222223
0-17,M,0,A,1,16,P00001383,44.0,3515.4166666666665
18-25,M,0,A,1,5,P00007992,7.0,5380.727272727273
55+,F,1,C,2,16,P00002084,24.0,3454.133333333333
46-50,F,1,B,1,16,P00003852,16.0,4997.882352941177
51-55,F,1,C,2,8,P00004150,28.0,5002.571428571428
46-50,F,1,B,3,4,P00024450,8.0,7349.181818181818
18-25,M,0,A,2,16,P00009923,30.0,3608.285714285714
26-35,M,0,B,1,16,P00002084,6.0,3067.222222222222
46-50,F,1,C,2,15,P00000247,32.0,3394.8125
26-35,M,0,B,1,3,P00000285,44.0,4401.7692307692305
55+,F,1,C,4,3,P00024235,20.0,7518.181818181818
26-35,M,0,A,5+,3,P00018886,10.0,7437.882352941177
46-50,F,1,C,1,4,P00006470,4.0,1741.7142857142858
46-50,F,1,B,1,1,P00001409,40.0,10934.466666666667
26-35,M,0,B,1,17,P00011594,30.0,3697.7272727272725
55+,F,1,C,1,5,P00004130,7.0,6012.117647058823
36-45,F,1,B,2,5,P00000770,44.0,2430.5
46-50,F,1,C,2,17,P00001976,28.0,4869.315789473684
51-55,F,1,B,1,3,P00002815,20.0,6777.8
18-25,M,0,A,2,10,P00012057,6.0,4050.4285714285716
46-50,F,1,B,2,17,P00004622,28.0,7036.166666666667
51-55,F,1,C,2,17,P00000809,7.0,5794.631578947368
46-50,F,1,C,3,10,P00002264,28.0,6552.5
18-25,M,0,A,1,17,P00000743,40.0,6033.25
46-50,F,1,C,1,8,P00026798,27.0,6092.1
36-45,M,0,B,3,10,P00006275,28.0,4065.75
51-55,F,1,C,2,3,P00021202,4.0,8592.0
36-45,F,1,B,4,10,P00009954,36.0,4123.933333333333
0-17,M,0,A,1,10,P00023609,12.0,3205.4
55+,F,1,C,5+,10,P00003426,16.0,4420.375
46-50,M,1,B,1,3,P00001790,22.0,13514.45945945946
36-45,F,1,B,2,15,P00006098,20.0,3891.5625
51-55,F,1,B,3,3,P00006469,42.0,6901.25
0-17,M,0,A,2,17,P00008806,20.0,7837.75
46-50,F,1,B,5+,11,P00004649,20.0,6783.3125
36-45,F,1,B,1,16,P00067219,44.0,3649.8333333333335
51-55,F,1,C,4,1,P00001409,16.0,5635.5
0-17,M,0,A,2,10,P00005394,20.0,962.7222222222222
36-45,M,0,A,4,12,P00002815,7.0,5600.75
55+,F,1,C,2,5,P00010106,36.0,4147.461538461538
26-35,M,0,A,1,9,P00009923,7.0,10333.3
55+,F,1,C,2,8,P00001110,6.0,2601.0
0-17,M,0,A,1,15,P00000772,20.0,2441.6666666666665
46-50,F,1,B,3,17,P00009771,18.0,3281.705882352941
26-35,M,0,B,1,4,P00019774,30.0,4500.818181818182
46-50,F,1,B,1,3,P00002152,30.0,3250.0
26-35,M,0,B,2,10,P00010042,4.0,3398.8
51-55,F,1,C,5+,11,P00000781,24.0,5305.1578947368425
55+,F,1,C,5+,8,P00007161,10.0,7664.454545454545
26-35,M,0,B,2,15,P00006613,16.0,2108.6666666666665
46-50,F,1,B,2,15,P00008902,30.0,6688.941176470588
55+,F,1,C,1,1,P00026161,4.0,4705.142857142857
26-35,M,0,B,5+,1,P00007161,18.0,5815.363636363636
36-45,M,1,A,1,3,P00000610,10.0,10911.612903225807
18-25,M,0,A,2,10,P00006470,30.0,3210.4
36-45,M,0,A,5+,9,P00003954,42.0,5942.0
36-45,M,0,B,1,17,P00003745,9.0,3258.4666666666667
0-17,M,0,A,2,17,P00000518,40.0,2552.722222222222
51-55,F,1,C,5+,15,P00003936,40.0,1842.8666666666666
26-35,M,0,A,2,5,P00032403,20.0,4360.0
46-50,F,1,C,2,12,P00021541,36.0,8243.35294117647
26-35,M,0,A,1,10,P00000101,36.0,3601.75
18-25,M,0,A,5+,3,P00012609,35.0,3864.5833333333335
0-17,M,0,A,2,5,P00005758,28.0,4794.7692307692305
36-45,F,1,B,1,8,P00014343,10.0,5966.583333333333
18-25,M,0,A,2,10,P00006213,4.0,5235.0
36-45,F,1,B,2,3,P00003382,12.0,7090.588235294118
51-55,F,1,C,3,11,P00000953,40.0,7775.5
36-45,F,1,B,5+,12,P00001383,14.0,4662.15
36-45,F,1,B,2,17,P00003852,18.0,6042.45
36-45,M,1,B,2,11,P00004622,30.0,8054.4375
46-50,F,1,C,1,10,P00000947,20.0,3336.5625
55+,F,1,C,5+,15,P00002352,18.0,3286.8
0-17,M,0,A,4,16,P00002084,6.0,1334.2142857142858
51-55,F,1,C,1,16,P00003676,8.0,2982.214285714286
36-45,M,0,A,3,8,P00001409,20.0,6222.5
51-55,F,1,C,1,10,P00006213,16.0,6462.7
55+,F,1,C,5+,10,P00000247,18.0,1589.45
18-25,M,0,A,1,16,P00014071,4.0,4032.9
46-50,F,1,C,1,10,P00001794,21.0,3464.3125
26-35,M,0,A,5+,3,P00024562,22.0,12331.78
0-17,M,0,A,1,17,P00004752,20.0,2140.4
36-45,F,1,B,5+,4,P00003913,10.0,2047.8181818181818
51-55,F,1,C,5+,10,P00000215,16.0,2922.5333333333333
55+,F,1,C,1,15,P00000526,36.0,4206.368421052632
55+,F,1,C,2,10,P00001803,6.0,2059.7272727272725
26-35,M,0,A,2,19,P00006347,32.0,8394.8
51-55,F,1,C,1,8,P00004855,10.0,3827.076923076923
46-50,F,1,C,1,5,P00001039,27.0,6776.125
18-25,M,0,A,2,10,P00017851,36.0,4385.8
51-55,F,1,C,2,4,P00006684,36.0,4181.666666666667
46-50,F,1,B,1,16,P00017278,4.0,4041.3076923076924
55+,F,1,C,5+,3,P00005261,35.0,7788.133333333333
55+,F,1,C,2,10,P00005776,30.0,2256.4
46-50,F,1,B,1,17,P00001803,6.0,7078.692307692308
26-35,M,0,A,3,3,P00006349,10.0,5714.235294117647
36-45,M,1,A,2,3,P00000953,7.0,10343.833333333334
51-55,F,1,C,1,7,P00002264,40.0,7626.727272727273
36-45,F,1,B,2,10,P00000953,20.0,5500.071428571428
51-55,F,1,C,3,16,P00015645,44.0,6291.0
0-17,M,0,A,2,5,P00000070,42.0,5844.0
0-17,M,0,A,4,4,P00004697,42.0,5067.833333333333
55+,F,1,C,5+,4,P00003913,36.0,4628.0625
26-35,M,0,A,1,3,P00001575,45.0,10211.833333333334
26-35,M,0,A,1,13,P00014365,14.0,14368.285714285714
36-45,F,1,B,1,5,P00001156,4.0,1331.8125
46-50,F,1,B,5+,16,P00003235,12.0,4328.909090909091
26-35,M,0,A,2,9,P00005866,40.0,6374.083333333333
36-45,M,1,B,4,8,P00017572,27.0,7288.545454545455
46-50,F,1,B,4,3,P00000795,6.0,8180.866666666667
18-25,M,0,A,2,10,P00000526,8.0,3452.3125
51-55,F,1,C,2,10,P00023359,40.0,7348.538461538462
0-17,M,0,A,2,17,P00011771,36.0,4078.1666666666665
0-17,M,0,A,1,9,P00027480,16.0,5795.142857142857
36-45,M,0,A,4,6,P00000953,9.0,7248.444444444444
26-35,M,0,A,1,4,P00021894,12.0,3097.214285714286
26-35,M,0,B,1,10,P00000285,6.0,2284.076923076923
51-55,F,1,B,4,3,P00063137,12.0,11256.871794871795
46-50,F,1,B,4,1,P00001409,27.0,7279.285714285715
55+,F,1,C,1,16,P00008017,35.0,5784.466666666666
46-50,F,1,C,1,10,P00006347,18.0,3426.6666666666665
18-25,M,0,A,1,10,P00037192,40.0,3244.9285714285716
51-55,F,1,C,1,5,P00001229,40.0,4630.6
51-55,F,1,C,4,11,P00093472,7.0,7484.9
36-45,F,1,B,1,4,P00002346,4.0,3274.9375
18-25,M,0,A,5+,12,P00001409,14.0,6846.714285714285
0-17,M,0,A,2,5,P00000781,36.0,2284.3333333333335
36-45,M,1,B,1,9,P00004754,20.0,7486.375
46-50,F,1,B,3,11,P00076664,7.0,7613.764705882353
36-45,M,0,B,3,16,P00007781,24.0,2351.769230769231
55+,F,1,C,1,10,P00000526,30.0,6635.294117647059
18-25,M,0,A,2,4,P00004403,44.0,1628.1818181818182
46-50,F,1,C,1,4,P00006470,24.0,7076.846153846154
36-45,M,0,B,3,10,P00013436,20.0,5229.529411764706
18-25,M,0,A,1,15,P00005989,30.0,5372.277777777777
46-50,F,1,B,1,17,P00007362,36.0,1629.0625
36-45,M,0,A,1,12,P00011826,20.0,6147.85
51-55,F,1,C,1,16,P00002084,30.0,7084.0
46-50,F,1,B,1,10,P00001039,6.0,2084.3076923076924
36-45,M,0,A,3,9,P00012023,42.0,7612.526315789473
51-55,F,1,C,1,4,P00010760,4.0,5966.55
26-35,M,0,B,3,5,P00004604,7.0,3935.3636363636365
51-55,F,1,C,2,5,P00008016,4.0,1556.2941176470588
51-55,F,1,C,5+,10,P00002274,45.0,7869.866666666667
18-25,M,0,A,2,10,P00010326,36.0,4924.571428571428
26-35,M,0,A,1,4,P00002387,16.0,5321.1
51-55,F,1,C,1,17,P00008902,6.0,3319.769230769231
26-35,M,0,A,4,12,P00006542,28.0,8444.375
18-25,M,0,A,1,17,P00005989,44.0,5141.5
55+,F,1,C,2,10,P00017299,18.0,5463.375
46-50,F,1,B,3,3,P00024562,28.0,16080.40625
51-55,F,1,C,5+,3,P00042585,20.0,7885.5
55+,F,1,C,4,8,P00034738,36.0,7512.951219512195
18-25,M,0,A,2,5,P00005818,6.0,3243.846153846154
0-17,M,0,A,2,10,P00001802,4.0,1541.0
0-17,M,0,A,1,15,P00035729,10.0,4467.2
55+,F,1,C,2,10,P00008604,8.0,5209.705882352941
18-25,M,0,A,2,5,P00000101,18.0,5142.272727272727
26-35,M,0,B,1,17,P00020075,12.0,4395.846153846154
36-45,M,1,B,3,11,P00004082,40.0,7027.384615384615
18-25,M,0,A,4,3,P00010786,7.0,7416.916666666667
36-45,M,1,B,2,11,P00004606,40.0,9540.947368421053
51-55,F,1,C,1,17,P00034367,18.0,3163.85
36-45,M,0,B,3,16,P00008010,24.0,4531.846153846154
36-45,M,0,B,1,10,P00025982,4.0,4839.0
26-35,M,0,A,1,11,P00000205,7.0,6990.5
0-17,M,0,A,1,10,P00001110,36.0,2343.3
46-50,M,1,A,3,3,P00044914,7.0,11261.96875
36-45,F,1,B,2,10,P00002052,9.0,6740.277777777777
55+,F,1,C,2,4,P00005627,16.0,3575.923076923077
51-55,F,1,C,1,7,P00092387,14.0,11342.92857142857
36-45,F,1,B,2,3,P00003658,4.0,5749.0
18-25,M,0,A,4,4,P00093010,4.0,2600.5384615384614
0-17,M,0,A,2,17,P00003246,12.0,5836.166666666667
