User_Age,User_Gender,User_Marital_Status,User_City_Category,User_Stay,User_Favourite_Category,User_Favourite_Category_Ratio,User_Favourite_Product,User_Favourite_Product_Ratio,User_Favourite_Subcategory,User_Favourite_Subcategory_Ratio,User_Purchase_Std,Purchase_Avg
51-55,F,1,C,1,3,0.21428571428571427,P00029969,0.07142857142857142,30.0,0.14285714285714285,6997.127431004403,3717.8571428571427
0-17,M,0,A,3,15,0.25,P00022408,0.08333333333333333,20.0,0.16666666666666666,6726.585442830335,4815.083333333333
55+,F,1,C,2,4,0.15384615384615385,P00000795,0.07692307692307693,6.0,0.23076923076923078,7109.246378070081,4877.307692307692
51-55,F,1,B,5+,11,0.16666666666666666,P00004270,0.023809523809523808,10.0,0.09523809523809523,6976.4776179762175,8242.261904761905
55+,F,1,C,1,15,0.2727272727272727,P00007161,0.09090909090909091,20.0,0.18181818181818182,9632.777339517781,6170.545454545455
36-45,M,0,A,5+,3,0.1956521739130435,P00054741,0.043478260869565216,18.0,0.06521739130434782,7676.60322794683,6734.760869565217
36-45,M,0,A,3,8,0.2,P00005057,0.06666666666666667,18.0,0.13333333333333333,6806.8055090545395,8319.333333333334
18-25,M,0,A,1,8,0.2,P00007232,0.06666666666666667,25.0,0.13333333333333333,10416.843835598098,10191.933333333332
51-55,F,1,C,2,16,0.1875,P00089927,0.125,12.0,0.1875,5797.13657909374,2785.875
36-45,M,0,B,1,10,0.17647058823529413,P00001794,0.058823529411764705,28.0,0.17647058823529413,5839.738608422973,3857.529411764706
26-35,M,0,A,5+,3,0.1702127659574468,P00032596,0.0425531914893617,40.0,0.1276595744680851,9125.480461341407,13205.04255319149
51-55,F,1,C,1,8,0.2,P00018095,0.1,4.0,0.1,3921.148875010996,3473.5
36-45,F,1,B,3,3,0.2,P00003003,0.06666666666666667,30.0,0.13333333333333333,7068.087164956908,8027.8
26-35,M,0,B,1,16,0.2,P00004358,0.06666666666666667,30.0,0.13333333333333333,5012.05694681288,3257.4666666666667
46-50,F,1,B,2,5,0.2,P00004568,0.06666666666666667,4.0,0.13333333333333333,7523.190655439701,4217.933333333333
26-35,M,0,A,2,19,0.21428571428571427,P00037640,0.047619047619047616,21.0,0.16666666666666666,8424.647298696438,14031.880952380952
26-35,M,0,A,2,4,0.2777777777777778,P00003235,0.05555555555555555,24.0,0.16666666666666666,4049.378468002735,2711.722222222222
26-35,M,0,B,2,3,0.11764705882352941,P00014700,0.058823529411764705,35.0,0.11764705882352941,9280.095655091443,7191.35294117647
26-35,M,0,B,1,10,0.35714285714285715,P00017709,0.07142857142857142,10.0,0.14285714285714285,9235.472772991068,5943.428571428572
46-50,F,1,B,2,1,0.23076923076923078,P00003658,0.07692307692307693,42.0,0.15384615384615385,3450.477910042652,3791.153846153846
36-45,M,0,B,1,10,0.25,P00010945,0.08333333333333333,12.0,0.16666666666666666,4729.492957639713,3580.0
36-45,F,1,B,1,4,0.2222222222222222,P00010273,0.05555555555555555,4.0,0.2222222222222222,7871.256584702484,4395.111111111111
26-35,M,0,A,5+,20,0.17777777777777778,P00044139,0.044444444444444446,40.0,0.1111111111111111,10007.97683885563,11903.844444444445
51-55,F,1,C,1,5,0.15,P00067259,0.1,6.0,0.1,8083.6146611199665,4460.1
26-35,M,0,B,1,16,0.3333333333333333,P00005819,0.08333333333333333,12.0,0.16666666666666666,8442.980419474889,4017.0
36-45,M,0,B,3,16,0.17647058823529413,P00003227,0.058823529411764705,12.0,0.23529411764705882,3737.5148455341596,2863.705882352941
18-25,M,0,A,4,10,0.3333333333333333,P00000718,0.06666666666666667,8.0,0.13333333333333333,5302.386921629416,2696.9333333333334
46-50,F,1,C,2,17,0.2222222222222222,P00000285,0.05555555555555555,30.0,0.1111111111111111,4312.61775930913,2988.0555555555557
26-35,M,0,A,5+,11,0.17647058823529413,P00009479,0.058823529411764705,20.0,0.17647058823529413,5537.544429512374,7305.941176470588
36-45,F,1,B,1,16,0.35294117647058826,P00036931,0.11764705882352941,36.0,0.29411764705882354,379.4177330811919,497.2352941176471
26-35,M,0,A,2,3,0.1935483870967742,P00058690,0.06451612903225806,7.0,0.0967741935483871,8976.33282091456,11785.387096774193
36-45,M,0,A,4,12,0.2222222222222222,P00004082,0.05555555555555555,30.0,0.16666666666666666,3506.2745698928265,5772.777777777777
26-35,M,0,A,3,3,0.16666666666666666,P00024972,0.047619047619047616,44.0,0.11904761904761904,10613.137896488119,13538.547619047618
36-45,M,0,B,3,4,0.21428571428571427,P00004002,0.07142857142857142,36.0,0.21428571428571427,3067.053395845438,1363.9285714285713
0-17,M,0,A,2,3,0.21428571428571427,P00003658,0.07142857142857142,36.0,0.2857142857142857,6496.650713176058,5383.214285714285
51-55,F,1,C,4,3,0.2,P00004907,0.03333333333333333,20.0,0.1,10220.06727287394,15964.2
46-50,F,1,C,2,10,0.36363636363636365,P00004008,0.09090909090909091,4.0,0.18181818181818182,6277.9090468085,2571.0
26-35,M,0,B,1,16,0.21052631578947367,P00005857,0.05263157894736842,40.0,0.15789473684210525,4299.756259241783,2984.0
36-45,M,1,A,4,3,0.12244897959183673,P00005621,0.04081632653061224,30.0,0.10204081632653061,9439.096008174225,10748.081632653062
0-17,M,0,A,2,14,0.16666666666666666,P00002733,0.08333333333333333,36.0,0.16666666666666666,3192.4691059467186,3243.4166666666665
18-25,M,0,A,2,17,0.36363636363636365,P00002152,0.09090909090909091,42.0,0.18181818181818182,4309.821690047049,3289.0
26-35,M,0,A,2,7,0.2,P00000101,0.06666666666666667,40.0,0.13333333333333333,7776.68644885529,6151.466666666666
51-55,F,1,C,2,17,0.4,P00001794,0.1,16.0,0.1,8994.789781374055,5325.1
51-55,F,1,C,2,16,0.2631578947368421,P00014993,0.05263157894736842,18.0,0.10526315789473684,7051.7003299813905,5179.105263157895
36-45,M,0,A,1,12,0.2,P00000101,0.05,30.0,0.15,6313.724336504438,8959.95
0-17,M,0,A,2,5,0.18181818181818182,P00000205,0.09090909090909091,36.0,0.2727272727272727,7857.427630187653,4071.181818181818
0-17,M,0,A,1,4,0.15384615384615385,P00000925,0.07692307692307693,40.0,0.15384615384615385,6939.850894356264,4179.461538461538
46-50,M,1,A,4,8,0.125,P00003708,0.020833333333333332,40.0,0.14583333333333334,4549.176341745599,5829.375
26-35,M,0,B,5+,17,0.3333333333333333,P00000285,0.06666666666666667,16.0,0.13333333333333333,6331.15659560678,2985.866666666667
0-17,M,0,A,1,17,0.2,P00000770,0.05,28.0,0.15,7117.134793839738,4129.1
36-45,M,0,B,2,5,0.15384615384615385,P00004323,0.07692307692307693,44.0,0.15384615384615385,12494.34436311496,10831.307692307691
51-55,F,1,C,1,15,0.26666666666666666,P00006613,0.06666666666666667,10.0,0.13333333333333333,5650.623073945874,4690.466666666666
51-55,F,1,C,5+,3,0.23529411764705882,P00007923,0.029411764705882353,20.0,0.08823529411764706,9938.482590084093,11930.558823529413
46-50,F,1,B,1,5,0.1875,P00009159,0.0625,35.0,0.125,10404.095911386694,8187.5
0-17,M,0,A,1,10,0.1875,P00000925,0.0625,20.0,0.1875,5934.296049237853,2984.5
18-25,M,0,A,1,10,0.2,P00010305,0.1,6.0,0.1,8120.134610953195,4602.1
55+,F,1,C,1,12,0.2,P00004855,0.05,40.0,0.15,4792.971629595283,7794.1
46-50,F,1,C,1,11,0.16666666666666666,P00004403,0.05555555555555555,12.0,0.1111111111111111,7106.534048536357,4188.222222222223
51-55,F,1,C,1,17,0.3,P00013116,0.1,12.0,0.1,9152.852998443223,4313.3
18-25,M,0,A,1,1,0.15384615384615385,P00003382,0.07692307692307693,40.0,0.23076923076923078,8434.555876472295,7659.0
18-25,M,0,A,2,3,0.15789473684210525,P00006962,0.05263157894736842,36.0,0.15789473684210525,5980.901463963223,7190.105263157895
0-17,M,0,A,1,17,0.3157894736842105,P00067080,0.10526315789473684,44.0,0.21052631578947367,3109.219674203825,2165.7368421052633
51-55,F,1,C,1,16,0.21428571428571427,P00004403,0.07142857142857142,3.0,0.07142857142857142,4585.52109577311,3026.214285714286
26-35,M,0,B,2,16,0.2222222222222222,P00016193,0.05555555555555555,5.0,0.1111111111111111,7113.553723362424,5374.111111111111
46-50,F,1,B,2,18,0.21428571428571427,P00003382,0.07142857142857142,44.0,0.21428571428571427,9411.438816323815,7668.142857142857
26-35,M,0,A,1,1,0.15789473684210525,P00000947,0.05263157894736842,36.0,0.21052631578947367,3712.0085466351497,6648.684210526316
18-25,M,0,A,1,5,0.15,P00018419,0.05,4.0,0.1,4193.612666901891,2167.6
51-55,F,1,C,1,16,0.21428571428571427,P00003235,0.07142857142857142,32.0,0.14285714285714285,7875.028385436371,5675.071428571428
36-45,F,1,B,5+,4,0.16666666666666666,P00010617,0.08333333333333333,40.0,0.16666666666666666,3022.1830798583032,2561.25
36-45,M,0,A,5+,12,0.3,P00000148,0.05,10.0,0.15,4201.633971319654,6638.85
46-50,F,1,B,2,10,0.15789473684210525,P00000105,0.05263157894736842,18.0,0.10526315789473684,5384.685559895524,5750.368421052632
36-45,M,1,A,1,3,0.2,P00080853,0.05714285714285714,14.0,0.08571428571428572,8587.789175100095,16196.285714285714
18-25,M,0,A,4,11,0.23529411764705882,P00001039,0.058823529411764705,27.0,0.11764705882352941,3817.090022863891,5043.35294117647
0-17,M,0,A,2,5,0.3333333333333333,P00002352,0.06666666666666667,36.0,0.2,3725.952894418899,2010.4
36-45,M,1,A,2,3,0.2777777777777778,P00047292,0.05555555555555555,28.0,0.1111111111111111,9214.43831061659,13917.861111111111
36-45,M,0,A,1,6,0.2,P00007435,0.06666666666666667,16.0,0.13333333333333333,6645.366443728183,9362.8
46-50,F,1,B,3,7,0.2631578947368421,P00000070,0.05263157894736842,42.0,0.15789473684210525,3573.7184395780423,7058.473684210527
36-45,M,0,B,2,17,0.36363636363636365,P00022724,0.09090909090909091,6.0,0.09090909090909091,2193.5851227862327,1430.909090909091
46-50,F,1,B,5+,3,0.10869565217391304,P00002264,0.021739130434782608,42.0,0.13043478260869565,9203.370832928866,9254.021739130434
51-55,F,1,C,3,4,0.2,P00002627,0.1,4.0,0.1,5558.419460602087,3591.7
26-35,M,0,B,2,11,0.18181818181818182,P00001790,0.09090909090909091,20.0,0.2727272727272727,8713.586751317007,6546.454545454545
46-50,F,1,C,2,10,0.1875,P00004270,0.0625,18.0,0.1875,6774.015735391624,4922.375
55+,F,1,C,4,6,0.14,P00066097,0.04,10.0,0.06,7104.498548993662,8334.8
26-35,M,0,A,3,20,0.25,P00009330,0.03125,20.0,0.125,10821.746230801707,14917.5
26-35,M,0,A,4,14,0.23529411764705882,P00004819,0.11764705882352941,10.0,0.17647058823529413,4506.955243418385,5673.235294117647
46-50,F,1,B,2,3,0.35294117647058826,P00088724,0.11764705882352941,27.0,0.17647058823529413,5693.0428323679835,7790.235294117647
26-35,M,0,B,1,16,0.3333333333333333,P00006349,0.08333333333333333,36.0,0.25,8262.686873144616,4804.0
0-17,M,0,A,3,4,0.16666666666666666,P00002469,0.08333333333333333,12.0,0.16666666666666666,3629.7669628428566,2932.25
55+,F,1,C,1,17,0.25,P00002538,0.08333333333333333,24.0,0.16666666666666666,5730.940053910454,3551.5833333333335
26-35,M,0,B,1,4,0.23076923076923078,P00000573,0.07692307692307693,4.0,0.07692307692307693,7791.3683609426025,6957.461538461538
46-50,F,1,B,2,20,0.2,P00012615,0.05714285714285714,42.0,0.14285714285714285,10093.986870301305,11745.342857142858
55+,F,1,C,4,3,0.1111111111111111,P00003246,0.022222222222222223,40.0,0.1111111111111111,5237.208276198572,6353.488888888889
18-25,M,0,A,1,4,0.21052631578947367,P00000070,0.05263157894736842,18.0,0.10526315789473684,5036.899533669566,4715.631578947368
26-35,M,0,A,2,3,0.14285714285714285,P00004752,0.07142857142857142,18.0,0.14285714285714285,5473.961536318912,8459.857142857143
26-35,M,0,B,2,15,0.15384615384615385,P00007232,0.07692307692307693,12.0,0.15384615384615385,10469.33702563874,8333.384615384615
26-35,M,0,A,4,3,0.1875,P00000101,0.03125,10.0,0.09375,9224.91043967147,12524.34375
55+,F,1,C,2,3,0.16666666666666666,P00000953,0.08333333333333333,36.0,0.25,8340.595671264442,4933.833333333333
26-35,M,0,B,2,8,0.18181818181818182,P00003227,0.09090909090909091,30.0,0.18181818181818182,7851.879976390136,4703.818181818182
36-45,F,1,B,1,3,0.21052631578947367,P00001853,0.05263157894736842,40.0,0.15789473684210525,7548.236198450758,10236.473684210527
36-45,M,1,B,5+,3,0.21052631578947367,P00005776,0.05263157894736842,18.0,0.10526315789473684,7091.749909421354,8576.0
18-25,M,0,A,1,16,0.2857142857142857,P00007652,0.07142857142857142,20.0,0.14285714285714285,2555.2474353854573,1984.9285714285713
55+,F,1,C,1,11,0.12244897959183673,P00001790,0.02040816326530612,36.0,0.10204081632653061,6225.3372027758705,7457.408163265306
46-50,F,1,B,2,4,0.3684210526315789,P00020231,0.05263157894736842,6.0,0.10526315789473684,4701.952951227347,2769.0
26-35,M,0,B,1,17,0.23529411764705882,P00000205,0.058823529411764705,11.0,0.11764705882352941,10107.94954806248,5885.235294117647
55+,F,1,C,2,11,0.15,P00003676,0.05,6.0,0.1,6550.7044818015365,4787.05
55+,F,1,C,2,10,0.18181818181818182,P00008270,0.09090909090909091,42.0,0.18181818181818182,10089.629579649862,8390.636363636364
51-55,F,1,C,1,3,0.2727272727272727,P00003018,0.09090909090909091,36.0,0.18181818181818182,8130.674908808449,8021.545454545455
36-45,M,0,B,1,3,0.16666666666666666,P00004270,0.08333333333333333,5.0,0.08333333333333333,6670.3920265512725,6809.833333333333
55+,F,1,C,2,10,0.2,P00001229,0.1,36.0,0.2,7285.187281966973,5009.2
36-45,M,0,B,2,10,0.2857142857142857,P00001110,0.07142857142857142,5.0,0.07142857142857142,2757.7932699497655,1375.2142857142858
51-55,F,1,C,3,7,0.15,P00004752,0.05,18.0,0.15,3504.2719508142,6582.7
55+,F,1,C,4,10,0.3,P00004403,0.1,21.0,0.2,3043.282053237188,2697.1
46-50,F,1,B,2,17,0.25,P00004622,0.0625,8.0,0.125,6496.472847822886,4832.4375
26-35,M,0,A,4,4,0.14285714285714285,P00004606,0.07142857142857142,42.0,0.21428571428571427,4198.0759597387305,5152.071428571428
18-25,M,0,A,1,17,0.2857142857142857,P00001803,0.07142857142857142,8.0,0.14285714285714285,4845.846065797653,3863.6428571428573
18-25,M,0,A,1,5,0.16666666666666666,P00000781,0.08333333333333333,12.0,0.25,2956.7265068591714,2037.0
46-50,F,1,B,2,10,0.2,P00017278,0.05,7.0,0.1,5035.25074481479,3824.2
36-45,M,1,A,5+,3,0.15625,P00000101,0.03125,20.0,0.09375,9240.826628239784,11677.46875
36-45,F,1,B,1,4,0.15384615384615385,P00003161,0.07692307692307693,20.0,0.15384615384615385,4939.287670535873,4021.230769230769
51-55,F,1,C,2,5,0.2222222222222222,P00003745,0.05555555555555555,27.0,0.16666666666666666,8665.954379666298,6310.611111111111
46-50,F,1,B,3,3,0.18181818181818182,P00003451,0.09090909090909091,42.0,0.18181818181818182,3807.2694749052707,4014.6363636363635
18-25,M,0,A,1,10,0.26666666666666666,P00003246,0.06666666666666667,4.0,0.13333333333333333,3065.855806878632,2130.6
46-50,F,1,B,1,5,0.1875,P00005866,0.0625,4.0,0.125,6907.785187441293,2958.9375
36-45,F,1,B,1,1,0.15789473684210525,P00002370,0.05263157894736842,21.0,0.15789473684210525,6123.150128575651,7124.9473684210525
0-17,M,0,A,1,4,0.18181818181818182,P00003451,0.09090909090909091,20.0,0.2727272727272727,5545.046582311099,4238.0
36-45,F,1,B,2,16,0.2727272727272727,P00000781,0.09090909090909091,6.0,0.18181818181818182,5129.889695783828,1967.090909090909
46-50,F,1,B,2,17,0.21052631578947367,P00004008,0.05263157894736842,12.0,0.10526315789473684,9183.080933583704,9158.105263157895
55+,F,1,C,1,10,0.2727272727272727,P00001085,0.09090909090909091,40.0,0.18181818181818182,9754.825154763153,6724.0
36-45,M,1,A,4,3,0.22727272727272727,P00000221,0.045454545454545456,7.0,0.06818181818181818,9557.987149107008,11105.272727272728
0-17,M,0,A,1,4,0.15384615384615385,P00013981,0.07692307692307693,42.0,0.15384615384615385,7018.946120396255,4211.846153846154
46-50,F,1,B,1,5,0.2727272727272727,P00000205,0.09090909090909091,24.0,0.18181818181818182,9272.700613776295,5124.454545454545
36-45,M,0,B,1,4,0.25,P00003448,0.0625,16.0,0.125,8701.945360808695,4044.4375
55+,F,1,C,4,3,0.3023255813953488,P00044437,0.046511627906976744,39.0,0.09302325581395349,10212.236164662223,11588.39534883721
0-17,M,0,A,2,9,0.18181818181818182,P00005057,0.09090909090909091,18.0,0.18181818181818182,6294.941101609074,5967.545454545455
55+,F,1,C,2,5,0.2777777777777778,P00000101,0.05555555555555555,44.0,0.16666666666666666,4383.476007891991,3276.5
26-35,M,0,B,2,8,0.21428571428571427,P00012601,0.07142857142857142,10.0,0.14285714285714285,5556.8958604958225,5500.714285714285
51-55,F,1,C,2,10,0.21428571428571427,P00002743,0.07142857142857142,28.0,0.2857142857142857,9961.976138142627,8232.5
36-45,M,0,B,2,5,0.17647058823529413,P00000285,0.058823529411764705,8.0,0.17647058823529413,5541.925551302225,3020.764705882353
46-50,M,1,B,2,20,0.16666666666666666,P00079494,0.05555555555555555,42.0,0.1388888888888889,9207.505948909637,13247.027777777777
51-55,F,1,C,1,16,0.3,P00009447,0.1,36.0,0.2,8360.586862043705,4601.7
18-25,M,0,A,1,10,0.2727272727272727,P00013089,0.09090909090909091,30.0,0.18181818181818182,4880.385821186309,3415.181818181818
26-35,M,0,A,5+,3,0.17073170731707318,P00040330,0.07317073170731707,7.0,0.12195121951219512,6550.22241839831,5603.341463414634
46-50,F,1,C,3,4,0.1875,P00005857,0.0625,7.0,0.125,5728.096003836412,5133.3125
55+,F,1,C,1,4,0.17647058823529413,P00002264,0.058823529411764705,42.0,0.17647058823529413,3234.4685830451162,2893.529411764706
51-55,F,1,C,1,5,0.2,P00002379,0.05,36.0,0.15,6759.52190986907,4292.15
51-55,F,1,B,4,1,0.18181818181818182,P00001575,0.09090909090909091,9.0,0.18181818181818182,6695.263073112349,6837.727272727273
55+,F,1,C,5+,11,0.11904761904761904,P00001575,0.023809523809523808,36.0,0.14285714285714285,6136.651715992312,6151.238095238095
18-25,M,0,A,1,4,0.2,P00004403,0.1,4.0,0.1,5454.176203200219,2873.5
46-50,M,1,B,1,3,0.15789473684210525,P00012789,0.05263157894736842,20.0,0.10526315789473684,8319.628931229012,10541.526315789473
51-55,F,1,C,1,3,0.18181818181818182,P00012721,0.09090909090909091,42.0,0.2727272727272727,5155.436708422038,4477.636363636364
36-45,M,0,B,5+,16,0.25,P00012510,0.08333333333333333,36.0,0.16666666666666666,5900.143331592322,3000.3333333333335
46-50,F,1,C,1,17,0.3333333333333333,P00014993,0.08333333333333333,20.0,0.16666666666666666,10647.520597716066,6309.166666666667
26-35,M,0,A,1,16,0.26666666666666666,P00002733,0.06666666666666667,20.0,0.2,7591.539086064044,5535.133333333333
51-55,F,1,C,1,4,0.4166666666666667,P00004649,0.08333333333333333,4.0,0.08333333333333333,4146.902534276382,2523.5833333333335
51-55,F,1,C,2,12,0.25,P00008666,0.08333333333333333,35.0,0.16666666666666666,4227.231427054685,7321.083333333333
36-45,M,0,B,2,5,0.14285714285714285,P00007153,0.07142857142857142,4.0,0.07142857142857142,7055.271272266908,4162.571428571428
55+,F,1,C,2,4,0.18181818181818182,P00007524,0.09090909090909091,7.0,0.09090909090909091,7073.829109663823,4757.454545454545
0-17,M,0,A,1,10,0.23076923076923078,P00067357,0.15384615384615385,4.0,0.23076923076923078,8066.071222990718,7277.153846153846
26-35,M,0,B,2,16,0.2,P00013678,0.05,6.0,0.1,4332.544521288543,2608.85
18-25,M,0,A,2,4,0.23076923076923078,P00005311,0.07692307692307693,16.0,0.15384615384615385,6324.026051495993,2541.0
46-50,F,1,B,3,12,0.23076923076923078,P00005057,0.07692307692307693,40.0,0.15384615384615385,6721.288147295454,7700.2307692307695
36-45,F,1,B,1,10,0.25,P00004622,0.08333333333333333,32.0,0.16666666666666666,10203.691038570605,7030.916666666667
51-55,F,1,C,5+,11,0.2727272727272727,P00001039,0.09090909090909091,27.0,0.2727272727272727,4506.4233146597635,6410.090909090909
0-17,M,0,A,1,16,0.3333333333333333,P00001282,0.05555555555555555,12.0,0.1111111111111111,6140.4557933164215,4145.944444444444
46-50,F,1,B,3,3,0.16666666666666666,P00011460,0.08333333333333333,7.0,0.16666666666666666,7367.397050210783,7863.75
46-50,F,1,B,2,5,0.13333333333333333,P00001409,0.06666666666666667,30.0,0.26666666666666666,7541.5453841339695,5474.266666666666
0-17,M,0,A,2,16,0.18181818181818182,P00004631,0.09090909090909091,24.0,0.18181818181818182,10054.74024527735,7043.0
36-45,M,0,B,1,4,0.21052631578947367,P00020795,0.05263157894736842,4.0,0.10526315789473684,8859.852245873712,6459.526315789473
51-55,F,1,C,2,4,0.2,P00003451,0.05,20.0,0.15,5147.920401789241,3825.4
55+,F,1,C,3,3,0.2,P00005311,0.1,14.0,0.2,8449.300226777494,7221.1
18-25,M,0,A,2,10,0.3125,P00001853,0.0625,42.0,0.25,1944.2886863409285,1077.6875
36-45,F,1,B,1,16,0.23529411764705882,P00006705,0.058823529411764705,18.0,0.11764705882352941,3427.871987150938,1837.8823529411766
51-55,F,1,C,2,17,0.25,P00000404,0.0625,4.0,0.125,9596.693355656416,6554.8125
0-17,M,0,A,1,16,0.2631578947368421,P00003708,0.05263157894736842,20.0,0.15789473684210525,6897.945539554996,2883.0
55+,F,1,C,5+,4,0.2,P00003936,0.05,24.0,0.15,6889.992920896218,3832.85
0-17,M,0,A,5+,1,0.2,P00008415,0.1,20.0,0.2,4516.911117616158,3349.6
26-35,M,0,B,1,20,0.16666666666666666,P00000404,0.05555555555555555,20.0,0.1111111111111111,7557.934266006887,5043.611111111111
0-17,M,0,A,1,5,0.16666666666666666,P00007348,0.08333333333333333,42.0,0.16666666666666666,7956.3691063236,6996.583333333333
0-17,M,0,A,2,16,0.15384615384615385,P00020638,0.07692307692307693,42.0,0.15384615384615385,6955.655111176879,5184.2307692307695
46-50,F,1,B,1,17,0.21428571428571427,P00000809,0.07142857142857142,8.0,0.14285714285714285,9031.990083178644,5948.357142857143
51-55,F,1,B,4,3,0.1111111111111111,P00000238,0.022222222222222223,30.0,0.1111111111111111,7317.599739979321,7346.666666666667
51-55,F,1,B,5+,10,0.125,P00053629,0.041666666666666664,20.0,0.08333333333333333,9118.243867073028,10056.8125
51-55,F,1,C,2,5,0.3,P00024740,0.1,4.0,0.2,3198.25869289316,1845.0
55+,F,1,C,2,10,0.21428571428571427,P00007781,0.07142857142857142,18.0,0.14285714285714285,4093.5375261528966,2658.6428571428573
36-45,M,0,B,3,16,0.25,P00001229,0.08333333333333333,20.0,0.25,5945.223878854098,4513.333333333333
26-35,M,0,A,1,3,0.3,P00004907,0.1,18.0,0.2,10989.603966678893,9065.3
18-25,M,0,A,2,3,0.16666666666666666,P00005627,0.08333333333333333,4.0,0.16666666666666666,9179.422267999356,8617.416666666666
46-50,M,1,A,3,3,0.17777777777777778,P00002815,0.044444444444444446,10.0,0.06666666666666667,9244.117676565018,10668.133333333333
0-17,M,0,A,1,2,0.2,P00023825,0.1,6.0,0.1,6150.839206518444,3808.5
46-50,F,1,B,4,3,0.19444444444444445,P00007801,0.027777777777777776,10.0,0.08333333333333333,9256.398245160797,10427.611111111111
26-35,M,0,B,1,15,0.3,P00001455,0.05,24.0,0.2,6722.0060561130895,3381.55
0-17,M,0,A,2,5,0.16666666666666666,P00042695,0.1111111111111111,42.0,0.16666666666666666,8117.3467213195745,6382.833333333333
36-45,M,0,A,5+,12,0.46153846153846156,P00032437,0.07692307692307693,28.0,0.3076923076923077,3117.951192854956,6673.846153846154
26-35,M,0,A,1,8,0.23076923076923078,P00006613,0.07692307692307693,24.0,0.15384615384615385,8014.019009979181,4355.7692307692305
46-50,F,1,B,2,11,0.2,P00001790,0.06666666666666667,36.0,0.13333333333333333,4277.667563164812,6572.066666666667
51-55,F,1,C,1,3,0.17647058823529413,P00001790,0.058823529411764705,30.0,0.17647058823529413,6466.096783813791,7126.35294117647
46-50,F,1,B,2,10,0.1875,P00010305,0.0625,30.0,0.1875,7654.70056022224,5598.5
46-50,F,1,B,3,16,0.21052631578947367,P00003382,0.05263157894736842,36.0,0.15789473684210525,4799.522442130531,4277.684210526316
55+,F,1,C,4,16,0.29411764705882354,P00055648,0.11764705882352941,9.0,0.11764705882352941,6985.669595047884,3636.764705882353
0-17,M,0,A,1,15,0.2727272727272727,P00007524,0.09090909090909091,40.0,0.18181818181818182,8568.553417743702,5588.454545454545
51-55,F,1,C,1,5,0.1875,P00002352,0.0625,20.0,0.125,6373.12175173988,3683.9375
46-50,M,1,B,5+,3,0.15555555555555556,P00003658,0.022222222222222223,21.0,0.13333333333333333,6874.718839282951,7152.488888888889
26-35,M,0,A,1,20,0.1935483870967742,P00045685,0.06451612903225806,21.0,0.12903225806451613,10513.556810444867,11344.161290322581
36-45,M,0,B,1,16,0.25,P00002469,0.05,16.0,0.15,5644.258292375769,3847.75
46-50,M,1,A,4,11,0.16666666666666666,P00059986,0.047619047619047616,36.0,0.19047619047619047,7254.082702907872,6390.428571428572
26-35,M,0,B,3,10,0.2777777777777778,P00004082,0.05555555555555555,44.0,0.16666666666666666,4097.599016816357,3104.9444444444443
46-50,F,1,B,3,12,0.21428571428571427,P00007851,0.07142857142857142,27.0,0.14285714285714285,4886.455532421192,3691.1428571428573
26-35,M,0,A,4,11,0.2727272727272727,P00002627,0.09090909090909091,20.0,0.09090909090909091,6370.506359209389,8561.454545454546
51-55,F,1,C,3,11,0.375,P00003003,0.0625,18.0,0.125,4577.131967728264,7491.125
51-55,F,1,C,1,3,0.2857142857142857,P00010292,0.07142857142857142,20.0,0.14285714285714285,6845.290278323155,4537.928571428572
36-45,F,1,B,3,5,0.3333333333333333,P00012283,0.08333333333333333,6.0,0.16666666666666666,4183.5714262801675,2103.6666666666665
55+,F,1,C,1,5,0.16666666666666666,P00001708,0.08333333333333333,8.0,0.08333333333333333,4544.756659152291,3928.0
46-50,F,1,B,2,16,0.21052631578947367,P00014943,0.05263157894736842,40.0,0.15789473684210525,6828.1452281941065,4037.4210526315787
36-45,F,1,B,1,17,0.21428571428571427,P00007153,0.07142857142857142,30.0,0.14285714285714285,3702.793685438479,3276.0
36-45,M,1,A,5+,3,0.21212121212121213,P00048553,0.06060606060606061,12.0,0.09090909090909091,10667.6687329086,11592.515151515152
26-35,M,0,B,1,10,0.2,P00010017,0.06666666666666667,6.0,0.13333333333333333,8714.345664040471,4747.733333333334
51-55,F,1,C,2,10,0.18181818181818182,P00000101,0.09090909090909091,36.0,0.18181818181818182,4380.328111413159,2650.818181818182
46-50,F,1,C,1,10,0.21052631578947367,P00003072,0.05263157894736842,40.0,0.15789473684210525,7240.750441302088,5023.210526315789
46-50,F,1,B,5+,3,0.1388888888888889,P00074866,0.05555555555555555,20.0,0.08333333333333333,7651.0876033597815,11536.833333333334
51-55,F,1,C,4,1,0.2,P00001853,0.06666666666666667,6.0,0.13333333333333333,3349.559840308802,5507.466666666666
51-55,F,1,C,2,17,0.21428571428571427,P00001156,0.07142857142857142,24.0,0.14285714285714285,3691.0120511234395,2880.5
55+,F,1,C,3,10,0.2777777777777778,P00031330,0.1111111111111111,18.0,0.1111111111111111,8339.17461394292,7285.777777777777
26-35,M,0,A,5+,16,0.25,P00001853,0.08333333333333333,42.0,0.16666666666666666,9138.530649083716,7272.666666666667
51-55,F,1,C,2,17,0.21428571428571427,P00009387,0.07142857142857142,4.0,0.14285714285714285,6905.117529297137,4096.642857142857
